Seq,Letter,Answer,Item,Category,Color,RNum,Num,Date,Count
6672,L,No,Flower,Vegetable,Green,32.74,77,2020-12-05T08:00:00.000Z,1
6673,F,So,Ruby,Mineral,Blue,8.52,85,2020-11-27T08:00:00.000Z,1
6674,S,Maybe,Fern,Vegetable,Green,40.41,74,2020-11-28T08:00:00.000Z,1
6675,P,So,Diamond,Mineral,Brown,15.53,49,2020-12-08T08:00:00.000Z,1
6676,F,Maybe,Cactus,Vegetable,Black,21.48,8,2020-11-27T08:00:00.000Z,1
6677,Y,Maybe,Gold,Mineral,Red,95.42,11,2020-11-30T08:00:00.000Z,1
6678,E,So,Cat,Animal,Gray,36.97,12,2020-12-09T08:00:00.000Z,1
6679,Q,True,Lead,Mineral,Blue,20.84,79,2020-12-16T08:00:00.000Z,1
6680,R,Maybe,Quartz,Mineral,Black,77.33,17,2020-12-02T08:00:00.000Z,1
6681,B,No,Fern,Vegetable,Violet,52.02,95,2020-11-25T08:00:00.000Z,1
6682,H,So,Whale,Animal,Green,62.86,6,2020-12-10T08:00:00.000Z,1
6683,R,True,Bird,Animal,Pink,41.49,42,2020-11-25T08:00:00.000Z,1
6684,S,False,Fern,Vegetable,White,63.85,76,2020-11-26T08:00:00.000Z,1
6685,R,So,Diamond,Mineral,Gray,41.79,62,2020-11-26T08:00:00.000Z,1
6686,R,Yes,Lead,Mineral,Pink,79.61,35,2020-12-03T08:00:00.000Z,1
6687,G,Maybe,Cow,Animal,Purple,49.37,31,2020-12-14T08:00:00.000Z,1
6688,H,No,Grass,Vegetable,Black,69.07,52,2020-11-29T08:00:00.000Z,1
6689,X,True,Squirrel,Animal,Red,17.34,78,2020-12-09T08:00:00.000Z,1
6690,L,No,Grass,Vegetable,Brown,31.16,81,2020-11-25T08:00:00.000Z,1
6691,M,Maybe,Grass,Vegetable,Blue,40.95,2,2020-12-01T08:00:00.000Z,1
6692,I,Maybe,Cactus,Vegetable,Purple,23.99,8,2020-12-08T08:00:00.000Z,1
6693,G,No,Algae,Vegetable,Brown,64.09,76,2020-12-09T08:00:00.000Z,1
6694,O,Yes,Wolf,Animal,Green,31.5,9,2020-12-03T08:00:00.000Z,1
6695,F,Yes,Zebra,Animal,Red,75.56,78,2020-11-26T08:00:00.000Z,1
6696,T,Yes,Deer,Animal,Indigo,44.21,3,2020-12-19T08:00:00.000Z,1
6697,B,Yes,Fern,Vegetable,Pink,26.69,32,2020-12-21T08:00:00.000Z,1
6698,S,False,Quartz,Mineral,Red,71.53,3,2020-12-10T08:00:00.000Z,1
6699,H,False,Algae,Vegetable,Gray,40.75,26,2020-12-05T08:00:00.000Z,1
6700,K,No,Algae,Vegetable,Green,3.34,17,2020-12-01T08:00:00.000Z,1
6701,B,False,Lead,Mineral,Brown,36.12,13,2020-12-23T08:00:00.000Z,1
6702,M,Maybe,Dog,Animal,White,66.95,36,2020-12-18T08:00:00.000Z,1
6703,S,Maybe,Fern,Vegetable,Brown,51.92,6,2020-12-04T08:00:00.000Z,1
6704,L,No,Fern,Vegetable,Indigo,29.16,9,2020-11-26T08:00:00.000Z,1
6705,A,True,Flower,Vegetable,Black,1.66,72,2020-11-23T08:00:00.000Z,1
6706,C,So,Bird,Animal,Indigo,94.17,82,2020-11-30T08:00:00.000Z,1
6707,M,Yes,Squirrel,Animal,Violet,38.65,23,2020-12-20T08:00:00.000Z,1
6708,R,True,Cactus,Vegetable,Violet,24.78,80,2020-12-07T08:00:00.000Z,1
6709,Y,So,Algae,Vegetable,Green,23.1,52,2020-11-23T08:00:00.000Z,1
6710,R,Yes,Tree,Vegetable,Brown,9.62,65,2020-12-14T08:00:00.000Z,1
6711,N,Maybe,Lead,Mineral,Pink,8.38,36,2020-12-20T08:00:00.000Z,1
6712,K,True,Duck,Animal,Green,15.29,49,2020-12-12T08:00:00.000Z,1
6713,K,True,Lead,Mineral,Orange,87.32,83,2020-12-15T08:00:00.000Z,1
6714,K,True,Tiger,Animal,Black,45.38,13,2020-11-29T08:00:00.000Z,1
6715,U,No,Duck,Animal,Red,88.75,85,2020-12-18T08:00:00.000Z,1
6716,E,So,Silver,Mineral,White,29.65,11,2020-11-30T08:00:00.000Z,1
6717,Z,So,Jade,Mineral,Brown,45.61,52,2020-12-17T08:00:00.000Z,1
6718,X,No,Cactus,Vegetable,Orange,16.97,15,2020-12-08T08:00:00.000Z,1
6719,H,So,Fern,Vegetable,Blue,77.69,33,2020-11-26T08:00:00.000Z,1
6720,H,Yes,Squirrel,Animal,Brown,34.95,25,2020-12-01T08:00:00.000Z,1
6721,D,Maybe,Tiger,Animal,Pink,99.63,51,2020-11-29T08:00:00.000Z,1
6722,J,No,Grass,Vegetable,Brown,89.53,23,2020-12-12T08:00:00.000Z,1
6723,C,False,Jade,Mineral,Black,0.86,78,2020-11-28T08:00:00.000Z,1
6724,U,True,Wolf,Animal,White,83.72,39,2020-12-22T08:00:00.000Z,1
6725,P,Maybe,Fern,Vegetable,White,29.44,99,2020-12-04T08:00:00.000Z,1
6726,M,No,Squirrel,Animal,Orange,73.2,43,2020-12-17T08:00:00.000Z,1
6727,E,Maybe,Flower,Vegetable,Gray,33.93,28,2020-12-12T08:00:00.000Z,1
6728,Z,No,Monkey,Animal,Blue,3.49,25,2020-11-26T08:00:00.000Z,1
6729,P,Yes,Diamond,Mineral,Blue,61.97,25,2020-12-03T08:00:00.000Z,1
6730,C,True,Tree,Vegetable,Green,72.19,77,2020-11-23T08:00:00.000Z,1
6731,D,No,Tiger,Animal,Purple,83.52,85,2020-11-27T08:00:00.000Z,1
6732,V,Yes,Lead,Mineral,Brown,31.84,32,2020-11-25T08:00:00.000Z,1
6733,H,So,Quartz,Mineral,Purple,71.5,90,2020-12-16T08:00:00.000Z,1
6734,J,No,Fish,Animal,Red,94.7,20,2020-12-08T08:00:00.000Z,1
6735,U,True,Fox,Animal,Purple,96.83,57,2020-11-29T08:00:00.000Z,1
6736,E,False,Fern,Vegetable,Indigo,21.1,17,2020-11-25T08:00:00.000Z,1
6737,H,False,Jade,Mineral,Violet,8.16,65,2020-12-18T08:00:00.000Z,1
6738,Z,No,Lead,Mineral,Brown,59.28,69,2020-12-15T08:00:00.000Z,1
6739,Z,Maybe,Grass,Vegetable,Brown,20.84,28,2020-11-26T08:00:00.000Z,1
6740,F,Maybe,Grass,Vegetable,Gray,22.5,15,2020-11-27T08:00:00.000Z,1
6741,U,Yes,Quartz,Mineral,Violet,51.48,26,2020-11-29T08:00:00.000Z,1
6742,Q,Maybe,Otter,Animal,Purple,2.98,53,2020-11-28T08:00:00.000Z,1
6743,S,Yes,Moss,Vegetable,Indigo,30.9,34,2020-12-19T08:00:00.000Z,1
6744,P,Maybe,Wolf,Animal,Purple,30.29,72,2020-12-03T08:00:00.000Z,1
6745,F,True,Cactus,Vegetable,Pink,73.13,22,2020-12-10T08:00:00.000Z,1
6746,A,True,Bear,Animal,Violet,50.71,37,2020-11-27T08:00:00.000Z,1
6747,C,True,Kangaroo,Animal,Indigo,77.52,62,2020-12-14T08:00:00.000Z,1
6748,X,False,Cactus,Vegetable,Purple,34.66,24,2020-11-28T08:00:00.000Z,1
6749,Y,False,Jade,Mineral,Violet,8.4,91,2020-11-23T08:00:00.000Z,1
6750,B,Yes,Tree,Vegetable,Green,88.32,41,2020-12-14T08:00:00.000Z,1
6751,H,Maybe,Otter,Animal,Pink,2.46,4,2020-12-09T08:00:00.000Z,1
6752,K,False,Moss,Vegetable,Green,75.15,47,2020-12-11T08:00:00.000Z,1
6753,Q,So,Fern,Vegetable,Purple,41.47,89,2020-11-25T08:00:00.000Z,1
6754,Y,False,Eagle,Animal,Violet,44.13,56,2020-12-01T08:00:00.000Z,1
6755,I,Yes,Rhinoceros,Animal,Brown,16.37,26,2020-12-22T08:00:00.000Z,1
6756,C,Maybe,Silver,Mineral,White,0.31,82,2020-12-15T08:00:00.000Z,1
6757,D,Maybe,Lion,Animal,Gray,84.05,96,2020-12-22T08:00:00.000Z,1
6758,Y,Yes,Ruby,Mineral,Violet,51.59,34,2020-11-25T08:00:00.000Z,1
6759,M,No,Moss,Vegetable,Black,41.17,40,2020-12-19T08:00:00.000Z,1
6760,Q,Maybe,Algae,Vegetable,Gray,31.37,43,2020-11-24T08:00:00.000Z,1
6761,I,So,Lizard,Animal,Purple,11.51,22,2020-12-06T08:00:00.000Z,1
6762,P,True,Ruby,Mineral,Indigo,17.95,92,2020-12-19T08:00:00.000Z,1
6763,V,Yes,Cactus,Vegetable,Red,50.28,58,2020-12-03T08:00:00.000Z,1
6764,D,False,Quartz,Mineral,Green,96.65,24,2020-12-08T08:00:00.000Z,1
6765,S,False,Giraffe,Animal,Violet,57.82,76,2020-12-09T08:00:00.000Z,1
6766,I,So,Kangaroo,Animal,Blue,82.63,35,2020-11-23T08:00:00.000Z,1
6767,Z,No,Tree,Vegetable,Blue,78.85,41,2020-12-04T08:00:00.000Z,1
6768,A,No,Deer,Animal,Violet,22.32,86,2020-12-05T08:00:00.000Z,1
6769,R,No,Flower,Vegetable,Violet,89.91,4,2020-11-26T08:00:00.000Z,1
6770,H,True,Diamond,Mineral,Indigo,21.45,44,2020-11-26T08:00:00.000Z,1
6771,V,False,Fern,Vegetable,Blue,90.62,42,2020-12-20T08:00:00.000Z,1
6772,W,So,Moss,Vegetable,Violet,21.06,64,2020-12-06T08:00:00.000Z,1
6773,J,True,Rhinoceros,Animal,Orange,48.45,96,2020-12-21T08:00:00.000Z,1
6774,P,No,Algae,Vegetable,Indigo,45.63,11,2020-11-25T08:00:00.000Z,1
6775,X,No,Silver,Mineral,Violet,20.48,42,2020-12-16T08:00:00.000Z,1
6776,X,False,Silver,Mineral,Blue,14.42,13,2020-12-10T08:00:00.000Z,1
6777,D,No,Cougar,Animal,White,99.42,20,2020-12-06T08:00:00.000Z,1
6778,D,True,Ruby,Mineral,White,71.38,13,2020-11-24T08:00:00.000Z,1
6779,L,No,Cactus,Vegetable,Violet,7.86,2,2020-11-29T08:00:00.000Z,1
6780,E,True,Grass,Vegetable,White,80.95,24,2020-12-05T08:00:00.000Z,1
6781,O,Yes,Monkey,Animal,Gray,10.7,96,2020-11-28T08:00:00.000Z,1
6782,X,Yes,Cactus,Vegetable,Brown,1.7,6,2020-12-09T08:00:00.000Z,1
6783,M,Maybe,Cougar,Animal,Green,61.2,11,2020-12-12T08:00:00.000Z,1
6784,O,Yes,Silver,Mineral,Red,93.66,96,2020-12-08T08:00:00.000Z,1
6785,E,True,Grass,Vegetable,Black,57.31,21,2020-12-22T08:00:00.000Z,1
6786,J,True,Gold,Mineral,Violet,33.72,7,2020-12-17T08:00:00.000Z,1
6787,W,True,Tree,Vegetable,Pink,84.94,98,2020-11-28T08:00:00.000Z,1
6788,X,So,Wolf,Animal,Red,56.92,40,2020-12-03T08:00:00.000Z,1
6789,I,No,Lizard,Animal,Orange,70.09,57,2020-12-18T08:00:00.000Z,1
6790,W,So,Horse,Animal,Purple,41.87,4,2020-12-17T08:00:00.000Z,1
6791,B,So,Cactus,Vegetable,Blue,51.81,40,2020-12-08T08:00:00.000Z,1
6792,E,Yes,Flower,Vegetable,Blue,31.92,88,2020-12-09T08:00:00.000Z,1
6793,T,No,Fern,Vegetable,Purple,83.2,61,2020-11-24T08:00:00.000Z,1
6794,Y,Yes,Antelope,Animal,Purple,62.91,46,2020-11-29T08:00:00.000Z,1
6795,D,No,Cat,Animal,Gray,26.24,40,2020-12-01T08:00:00.000Z,1
6796,E,So,Monkey,Animal,Pink,3.08,80,2020-12-17T08:00:00.000Z,1
6797,Z,True,Ruby,Mineral,Black,11.39,76,2020-11-27T08:00:00.000Z,1
6798,R,True,Flower,Vegetable,Orange,13.66,76,2020-12-02T08:00:00.000Z,1
6799,W,Yes,Ruby,Mineral,Green,17.13,4,2020-12-13T08:00:00.000Z,1
6800,S,False,Quartz,Mineral,Indigo,26.47,13,2020-11-23T08:00:00.000Z,1
6801,Q,No,Rhinoceros,Animal,Blue,45.58,95,2020-12-08T08:00:00.000Z,1
6802,F,No,Gold,Mineral,Violet,94.25,83,2020-12-01T08:00:00.000Z,1
6803,F,No,Quartz,Mineral,Blue,5.88,14,2020-11-24T08:00:00.000Z,1
6804,Q,Maybe,Bear,Animal,Pink,94.13,81,2020-12-12T08:00:00.000Z,1
6805,U,Yes,Fish,Animal,Violet,71.53,62,2020-12-21T08:00:00.000Z,1
6806,A,So,Silver,Mineral,Green,98.87,47,2020-12-17T08:00:00.000Z,1
6807,B,So,Algae,Vegetable,Brown,60.12,52,2020-12-04T08:00:00.000Z,1
6808,Z,Yes,Quartz,Mineral,Purple,67.01,23,2020-12-10T08:00:00.000Z,1
6809,Y,True,Fern,Vegetable,Pink,9.45,51,2020-12-04T08:00:00.000Z,1
6810,W,False,Tiger,Animal,Indigo,66.88,92,2020-12-05T08:00:00.000Z,1
6811,R,True,Diamond,Mineral,Indigo,54.81,51,2020-12-22T08:00:00.000Z,1
6812,P,So,Beaver,Animal,Black,2.51,13,2020-12-05T08:00:00.000Z,1
6813,O,No,Dog,Animal,Indigo,29.16,5,2020-12-12T08:00:00.000Z,1
6814,X,Yes,Horse,Animal,Black,64.36,43,2020-12-14T08:00:00.000Z,1
6815,U,True,Moss,Vegetable,Blue,22.77,64,2020-12-16T08:00:00.000Z,1
6816,V,False,Fish,Animal,Purple,97.92,58,2020-12-12T08:00:00.000Z,1
6817,I,Yes,Diamond,Mineral,White,7.04,97,2020-12-23T08:00:00.000Z,1
6818,L,No,Tree,Vegetable,Purple,30.52,31,2020-12-18T08:00:00.000Z,1
6819,H,So,Monkey,Animal,Gray,70.76,14,2020-12-07T08:00:00.000Z,1
6820,G,So,Flower,Vegetable,Red,58.63,17,2020-12-20T08:00:00.000Z,1
6821,N,So,Fern,Vegetable,Purple,42.72,81,2020-12-11T08:00:00.000Z,1
6822,F,No,Tree,Vegetable,Blue,39.08,45,2020-12-20T08:00:00.000Z,1
6823,E,No,Diamond,Mineral,Brown,76.89,46,2020-11-25T08:00:00.000Z,1
6824,A,Yes,Tree,Vegetable,Gray,85.51,84,2020-11-26T08:00:00.000Z,1
6825,G,True,Ruby,Mineral,Brown,70.32,66,2020-12-13T08:00:00.000Z,1
6826,X,True,Silver,Mineral,Violet,46.16,22,2020-12-17T08:00:00.000Z,1
6827,G,True,Flower,Vegetable,Gray,16.92,47,2020-12-05T08:00:00.000Z,1
6828,H,False,Quartz,Mineral,Black,57.06,68,2020-12-22T08:00:00.000Z,1
6829,A,False,Fern,Vegetable,Black,35.9,2,2020-12-16T08:00:00.000Z,1
6830,V,So,Moss,Vegetable,Purple,45.33,2,2020-12-13T08:00:00.000Z,1
6831,S,False,Diamond,Mineral,Blue,63.48,24,2020-12-12T08:00:00.000Z,1
6832,G,No,Tree,Vegetable,Purple,62.22,46,2020-12-19T08:00:00.000Z,1
6833,Z,True,Frog,Animal,Purple,21.61,100,2020-12-12T08:00:00.000Z,1
6834,S,True,Lion,Animal,Red,82.67,26,2020-12-20T08:00:00.000Z,1
6835,N,Maybe,Jade,Mineral,Black,49.57,1,2020-12-03T08:00:00.000Z,1
6836,U,False,Wolf,Animal,Pink,89.07,91,2020-12-15T08:00:00.000Z,1
6837,B,True,Grass,Vegetable,Red,6.07,67,2020-12-19T08:00:00.000Z,1
6838,V,So,Fox,Animal,Green,38.35,6,2020-11-23T08:00:00.000Z,1
6839,Z,No,Wolf,Animal,Brown,29,13,2020-12-03T08:00:00.000Z,1
6840,E,So,Cougar,Animal,Orange,82.38,8,2020-11-29T08:00:00.000Z,1
6841,Z,So,Lead,Mineral,Blue,7.37,72,2020-12-14T08:00:00.000Z,1
6842,B,Yes,Silver,Mineral,Red,86.43,23,2020-12-12T08:00:00.000Z,1
6843,O,True,Moss,Vegetable,Brown,73.59,67,2020-12-23T08:00:00.000Z,1
6844,I,Maybe,Flower,Vegetable,Gray,83.08,99,2020-12-21T08:00:00.000Z,1
6845,I,Yes,Moss,Vegetable,Black,92.55,99,2020-12-21T08:00:00.000Z,1
6846,D,False,Squirrel,Animal,Red,8.77,37,2020-12-11T08:00:00.000Z,1
6847,Z,Maybe,Flower,Vegetable,Purple,19.72,39,2020-12-18T08:00:00.000Z,1
6848,F,Maybe,Algae,Vegetable,Pink,68.71,88,2020-12-18T08:00:00.000Z,1
6849,J,True,Diamond,Mineral,White,52.7,94,2020-12-22T08:00:00.000Z,1
6850,S,False,Silver,Mineral,Violet,13.4,63,2020-12-10T08:00:00.000Z,1
6851,B,False,Horse,Animal,Pink,39.68,22,2020-12-18T08:00:00.000Z,1
6852,R,True,Giraffe,Animal,Green,81.22,37,2020-12-13T08:00:00.000Z,1
6853,V,True,Bat,Animal,Red,86.31,21,2020-12-17T08:00:00.000Z,1
6854,A,No,Cow,Animal,Blue,77.48,27,2020-12-20T08:00:00.000Z,1
6855,B,Maybe,Squirrel,Animal,Black,28.84,12,2020-12-12T08:00:00.000Z,1
6856,E,Maybe,Moss,Vegetable,Orange,98.91,29,2020-12-15T08:00:00.000Z,1
6857,H,Maybe,Giraffe,Animal,Brown,36.09,74,2020-12-07T08:00:00.000Z,1
6858,Y,False,Jade,Mineral,Green,41.84,62,2020-12-03T08:00:00.000Z,1
6859,B,So,Monkey,Animal,Pink,87.8,54,2020-12-16T08:00:00.000Z,1
6860,L,False,Kangaroo,Animal,Red,82.27,54,2020-11-24T08:00:00.000Z,1
6861,N,True,Moss,Vegetable,Orange,46.37,83,2020-12-23T08:00:00.000Z,1
6862,E,Maybe,Cactus,Vegetable,Brown,25.1,89,2020-12-15T08:00:00.000Z,1
6863,F,Maybe,Algae,Vegetable,Brown,47.2,40,2020-12-17T08:00:00.000Z,1
6864,I,Maybe,Moss,Vegetable,Pink,59.87,58,2020-11-27T08:00:00.000Z,1
6865,S,So,Diamond,Mineral,White,33.68,17,2020-12-04T08:00:00.000Z,1
6866,D,So,Rhinoceros,Animal,Violet,71.67,31,2020-12-10T08:00:00.000Z,1
6867,H,True,Shark,Animal,Green,61.46,46,2020-12-12T08:00:00.000Z,1
6868,G,No,Cactus,Vegetable,Gray,39.45,80,2020-12-09T08:00:00.000Z,1
6869,F,So,Tree,Vegetable,Green,57.33,74,2020-12-22T08:00:00.000Z,1
6870,O,Yes,Flower,Vegetable,White,68.32,19,2020-12-09T08:00:00.000Z,1
6871,C,True,Gold,Mineral,Green,36.62,49,2020-12-20T08:00:00.000Z,1
6872,M,So,Algae,Vegetable,Orange,37.78,20,2020-12-20T08:00:00.000Z,1
6873,L,So,Hippopotamus,Animal,Green,49.7,27,2020-11-29T08:00:00.000Z,1
6874,N,False,Wolf,Animal,Gray,79.12,75,2020-12-06T08:00:00.000Z,1
6875,T,Maybe,Algae,Vegetable,White,36.47,19,2020-12-04T08:00:00.000Z,1
6876,O,Yes,Cactus,Vegetable,Blue,28.23,29,2020-12-15T08:00:00.000Z,1
6877,V,Maybe,Tree,Vegetable,Gray,63.13,78,2020-12-17T08:00:00.000Z,1
6878,H,So,Cow,Animal,Black,2.4,61,2020-12-13T08:00:00.000Z,1
6879,K,False,Bear,Animal,Black,44.87,73,2020-12-21T08:00:00.000Z,1
6880,C,So,Ruby,Mineral,Violet,63.69,93,2020-11-30T08:00:00.000Z,1
6881,V,So,Silver,Mineral,Red,93.17,60,2020-12-18T08:00:00.000Z,1
6882,C,So,Diamond,Mineral,Purple,90.84,10,2020-12-01T08:00:00.000Z,1
6883,O,So,Grass,Vegetable,Purple,74.56,12,2020-12-22T08:00:00.000Z,1
6884,F,Yes,Grass,Vegetable,Gray,81.94,69,2020-11-26T08:00:00.000Z,1
6885,P,True,Giraffe,Animal,White,19.7,72,2020-12-18T08:00:00.000Z,1
6886,A,Yes,Jade,Mineral,Brown,32.69,30,2020-12-11T08:00:00.000Z,1
6887,W,Maybe,Otter,Animal,Violet,35.42,25,2020-11-29T08:00:00.000Z,1
6888,D,So,Algae,Vegetable,Indigo,82.16,90,2020-12-22T08:00:00.000Z,1
6889,J,No,Fern,Vegetable,Purple,82.61,5,2020-12-09T08:00:00.000Z,1
6890,V,So,Quartz,Mineral,Blue,75.6,20,2020-12-06T08:00:00.000Z,1
6891,I,Maybe,Quartz,Mineral,Blue,99.51,56,2020-12-01T08:00:00.000Z,1
6892,Z,Maybe,Quartz,Mineral,Black,94.95,89,2020-12-18T08:00:00.000Z,1
6893,G,Maybe,Grass,Vegetable,Purple,5.46,16,2020-11-30T08:00:00.000Z,1
6894,R,True,Tiger,Animal,White,47.15,87,2020-12-02T08:00:00.000Z,1
6895,S,So,Deer,Animal,Brown,0.21,100,2020-12-01T08:00:00.000Z,1
6896,N,Yes,Lead,Mineral,Orange,3.97,13,2020-12-06T08:00:00.000Z,1
6897,U,True,Gold,Mineral,Brown,26.99,35,2020-12-01T08:00:00.000Z,1
6898,B,So,Quartz,Mineral,Red,7.33,46,2020-12-01T08:00:00.000Z,1
6899,U,True,Antelope,Animal,Gray,81.76,49,2020-12-01T08:00:00.000Z,1
6900,U,So,Fern,Vegetable,White,78.41,91,2020-12-14T08:00:00.000Z,1
6901,L,False,Jade,Mineral,Violet,1.41,61,2020-12-08T08:00:00.000Z,1
6902,S,True,Lead,Mineral,Indigo,24.19,46,2020-11-25T08:00:00.000Z,1
6903,L,Yes,Flower,Vegetable,Red,46.88,65,2020-12-15T08:00:00.000Z,1
6904,L,Yes,Algae,Vegetable,White,76.98,37,2020-12-21T08:00:00.000Z,1
6905,J,False,Snake,Animal,Orange,75.54,88,2020-12-03T08:00:00.000Z,1
6906,Y,Maybe,Algae,Vegetable,Red,81.21,84,2020-12-09T08:00:00.000Z,1
6907,F,False,Quartz,Mineral,Green,39.03,17,2020-12-08T08:00:00.000Z,1
6908,N,True,Pig,Animal,Red,11.97,1,2020-12-04T08:00:00.000Z,1
6909,U,True,Silver,Mineral,Black,4.13,35,2020-12-13T08:00:00.000Z,1
6910,R,Yes,Silver,Mineral,Brown,56.76,100,2020-12-09T08:00:00.000Z,1
6911,G,So,Algae,Vegetable,Black,1.26,76,2020-11-25T08:00:00.000Z,1
6912,D,False,Bear,Animal,Black,64.59,37,2020-12-09T08:00:00.000Z,1
6913,Y,False,Grass,Vegetable,Black,97.35,5,2020-12-13T08:00:00.000Z,1
6914,K,No,Lead,Mineral,Purple,93.49,23,2020-12-13T08:00:00.000Z,1
6915,D,Yes,Quartz,Mineral,Green,99.42,91,2020-12-02T08:00:00.000Z,1
6916,W,So,Gold,Mineral,Gray,64.08,50,2020-12-16T08:00:00.000Z,1
6917,B,So,Cactus,Vegetable,Black,11.68,94,2020-12-14T08:00:00.000Z,1
6918,S,Maybe,Whale,Animal,Orange,91.27,2,2020-12-13T08:00:00.000Z,1
6919,S,Maybe,Fern,Vegetable,Red,80.99,21,2020-12-04T08:00:00.000Z,1
6920,U,Maybe,Flower,Vegetable,Indigo,8.45,31,2020-12-14T08:00:00.000Z,1
6921,F,No,Lead,Mineral,White,88.42,78,2020-12-19T08:00:00.000Z,1
6922,V,So,Gold,Mineral,Violet,5.2,76,2020-11-30T08:00:00.000Z,1
6923,R,Yes,Algae,Vegetable,Red,42.88,4,2020-12-12T08:00:00.000Z,1
6924,S,Maybe,Algae,Vegetable,Violet,78.77,50,2020-12-14T08:00:00.000Z,1
6925,U,Maybe,Quartz,Mineral,Indigo,52.07,57,2020-12-01T08:00:00.000Z,1
6926,Q,False,Cactus,Vegetable,Indigo,3.58,75,2020-11-26T08:00:00.000Z,1
6927,K,Yes,Gold,Mineral,Green,98,1,2020-12-12T08:00:00.000Z,1
6928,S,Maybe,Ruby,Mineral,White,96.03,91,2020-12-11T08:00:00.000Z,1
6929,K,So,Algae,Vegetable,Indigo,63.07,60,2020-12-06T08:00:00.000Z,1
6930,Y,So,Flower,Vegetable,Brown,85.01,66,2020-11-28T08:00:00.000Z,1
6931,B,So,Algae,Vegetable,Green,52.59,66,2020-12-16T08:00:00.000Z,1
6932,A,So,Silver,Mineral,Brown,91.93,13,2020-12-06T08:00:00.000Z,1
6933,R,Yes,Rabbit,Animal,Purple,98,4,2020-12-12T08:00:00.000Z,1
6934,T,Maybe,Frog,Animal,Violet,35.83,2,2020-11-24T08:00:00.000Z,1
6935,V,No,Cat,Animal,Purple,7.29,53,2020-12-07T08:00:00.000Z,1
6936,K,False,Snake,Animal,Red,83.68,7,2020-12-19T08:00:00.000Z,1
6937,V,So,Tree,Vegetable,Blue,72.79,70,2020-12-17T08:00:00.000Z,1
6938,R,True,Deer,Animal,Blue,20.65,18,2020-12-14T08:00:00.000Z,1
6939,A,No,Kangaroo,Animal,Black,58.54,85,2020-12-07T08:00:00.000Z,1
6940,V,False,Cactus,Vegetable,Purple,86.87,41,2020-12-01T08:00:00.000Z,1
6941,G,Maybe,Flower,Vegetable,Purple,90.69,59,2020-11-24T08:00:00.000Z,1
6942,Q,True,Lead,Mineral,White,79.76,71,2020-11-30T08:00:00.000Z,1
6943,G,No,Otter,Animal,Black,12.19,17,2020-11-27T08:00:00.000Z,1
6944,W,False,Jade,Mineral,Blue,92.41,81,2020-11-29T08:00:00.000Z,1
6945,T,True,Ruby,Mineral,Green,33.26,89,2020-12-06T08:00:00.000Z,1
6946,L,So,Frog,Animal,Brown,91.15,56,2020-12-02T08:00:00.000Z,1
6947,Y,No,Wolf,Animal,Black,67.82,56,2020-12-20T08:00:00.000Z,1
6948,Y,Maybe,Diamond,Mineral,Black,80.18,26,2020-12-05T08:00:00.000Z,1
6949,J,No,Hippopotamus,Animal,Violet,33.39,29,2020-12-07T08:00:00.000Z,1
6950,H,So,Flower,Vegetable,Red,2.09,16,2020-12-07T08:00:00.000Z,1
6951,E,No,Turtle,Animal,White,61.22,26,2020-12-20T08:00:00.000Z,1
6952,C,False,Lead,Mineral,Black,64.87,25,2020-11-27T08:00:00.000Z,1
6953,P,So,Frog,Animal,White,8.63,82,2020-12-14T08:00:00.000Z,1
6954,Q,No,Fern,Vegetable,Violet,62.1,29,2020-11-26T08:00:00.000Z,1
6955,J,False,Fern,Vegetable,Pink,38.61,72,2020-11-30T08:00:00.000Z,1
6956,Z,Maybe,Silver,Mineral,Indigo,43.71,45,2020-11-30T08:00:00.000Z,1
6957,D,True,Moss,Vegetable,Pink,35.88,15,2020-12-03T08:00:00.000Z,1
6958,P,Maybe,Ruby,Mineral,Brown,50.32,50,2020-12-08T08:00:00.000Z,1
6959,O,No,Ruby,Mineral,Gray,35.61,70,2020-12-17T08:00:00.000Z,1
6960,P,No,Diamond,Mineral,Violet,86.18,2,2020-12-08T08:00:00.000Z,1
6961,F,True,Ruby,Mineral,White,64.71,56,2020-12-14T08:00:00.000Z,1
6962,N,Yes,Silver,Mineral,Violet,71.47,76,2020-12-17T08:00:00.000Z,1
6963,T,False,Quartz,Mineral,Violet,97.6,97,2020-12-15T08:00:00.000Z,1
6964,G,No,Dog,Animal,Pink,75.23,30,2020-12-19T08:00:00.000Z,1
6965,B,So,Diamond,Mineral,Orange,68.17,69,2020-12-21T08:00:00.000Z,1
6966,N,False,Rabbit,Animal,Gray,96.88,36,2020-12-22T08:00:00.000Z,1
6967,A,Yes,Horse,Animal,Blue,53.3,34,2020-12-23T08:00:00.000Z,1
6968,N,So,Deer,Animal,Pink,20.37,66,2020-11-27T08:00:00.000Z,1
6969,P,Yes,Gold,Mineral,White,22.11,17,2020-12-08T08:00:00.000Z,1
6970,B,False,Moss,Vegetable,Black,82.63,1,2020-12-22T08:00:00.000Z,1
6971,D,Maybe,Bird,Animal,Brown,18.41,65,2020-12-21T08:00:00.000Z,1
6972,P,Maybe,Bat,Animal,Violet,83.92,30,2020-11-28T08:00:00.000Z,1
6973,S,True,Flower,Vegetable,Violet,72.91,73,2020-12-01T08:00:00.000Z,1
6974,B,So,Lead,Mineral,Violet,57,62,2020-12-02T08:00:00.000Z,1
